Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status,Variant Image,Variant Weight Unit
pure-cotton-rani-pink-festival-wear-ribbon-work-readymade-navratri-lehenga-choli-with-koti-404496,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/images/products/lehengas/pure-cotton-rani-pink-festival-wear-ribbon-work-readymade-navratri-lehenga-choli-with-koti-404496-2.jpg,2,Rani Pink Pure Cotton Ribbon Work Lehenga Choli with Koti - View 2,,,,,,
pure-cotton-rani-pink-festival-wear-ribbon-work-readymade-navratri-lehenga-choli-with-koti-404496,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/images/products/lehengas/pure-cotton-rani-pink-festival-wear-ribbon-work-readymade-navratri-lehenga-choli-with-koti-404496-3.jpg,3,Rani Pink Pure Cotton Ribbon Work Lehenga Choli with Koti - View 3,,,,,,
pure-cotton-rani-pink-festival-wear-ribbon-work-readymade-navratri-lehenga-choli-with-koti-404496,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/images/products/lehengas/pure-cotton-rani-pink-festival-wear-ribbon-work-readymade-navratri-lehenga-choli-with-koti-404496-4.jpg,4,Rani Pink Pure Cotton Ribbon Work Lehenga Choli with Koti - View 4,,,,,,
pure-cotton-rani-pink-festival-wear-ribbon-work-readymade-navratri-lehenga-choli-with-koti-404496,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/images/products/lehengas/pure-cotton-rani-pink-festival-wear-ribbon-work-readymade-navratri-lehenga-choli-with-koti-404496-5.jpg,5,Rani Pink Pure Cotton Ribbon Work Lehenga Choli with Koti - View 5,,,,,,
pure-cotton-rust-orange-festival-wear-ribbon-work-readymade-navratri-lehenga-choli-with-koti-404495,Rust Orange Pure Cotton Ribbon Work Lehenga Choli with Peplum,"<p>Rust orange ribbon work lehenga choli with dupatta.</p>
<p>For festival events — Navratri, Diwali, festivals, family functions.</p>
<p><strong>SET INCLUDES:</strong> Lehenga, choli, and dupatta.</p>
<p><strong>STITCHING:</strong> Pre-stitched readymade.</p>
<p><strong>ALTERATIONS:</strong> We offer alterations to your desired measurements for an additional fee. Email <a href=""mailto:hello@luxemia.shop?subject=Alteration%20request%20for%20ws-leh-012"">hello@luxemia.shop</a> after ordering with your measurements.</p>
<p><strong>CARE:</strong> First Wash Dry Clean. Iron at moderate temperature.</p>
<p><strong>FABRIC:</strong> 100% Pure Cotton (natural fiber). Approx weight: 2 kg (lehenga set).</p>
<p><strong>SHIPPING:</strong> Ships within 2-3 days (processing). Standard delivery time varies by country. <strong>DHL Express delivers in 3-5 days</strong>. <strong>Free shipping is always Standard</strong> — DHL Express available at checkout for an additional fee.</p>
<p><strong>AVAILABILITY:</strong> <span style=""color:#1a7f37"">✓ In stock</span> — limited edition, available while supplier inventory lasts.</p>
<p><strong>QUESTIONS?</strong> Email <a href=""mailto:hello@luxemia.shop"">hello@luxemia.shop</a>, call <a href=""tel:+12153419990"">+1-215-341-9990</a>, or <a href=""https://wa.me/12153419990"" target=""_blank"">WhatsApp Mini</a> — I answer the phone myself in English, Hindi, or Gujarati.</p>
<p><strong>SEE ALSO:</strong> <a href=""https://luxemia.shop/returns"">Returns policy</a> | <a href=""https://luxemia.shop/size-guide"">Size guide</a> | <a href=""https://luxemia.shop/blog/how-to-measure-for-indian-ethnic-wear"">How to measure</a> | <a href=""https://luxemia.shop/lehengas"">Browse all lehengas</a></p>
<p>— Mini, founder of LuxeMia</p>",LuxeMia,Clothing,Lehenga Choli,"rust orange,pure cotton,festival wear,ribbon work,lehenga,lehenga choli,indian ethnic wear,usa,ships from india,festive,navratri,in stock",TRUE,Stitching,Readymade,Size,"Bust 44""",2000,shopify,10,deny,manual,63.22,81.04,TRUE,TRUE,ws-leh-012-REA-BUST-44,https://luxemia.shop/images/products/lehengas/pure-cotton-rust-orange-festival-wear-ribbon-work-readymade-navratri-lehenga-choli-with-koti-404495-1.jpg,1,Rust Orange Pure Cotton Ribbon Work Lehenga Choli with Peplum,FALSE,Rust Orange Pure Cotton Ribbon Work Lehenga Choli… | LuxeMia,Rust Orange Pure Cotton Ribbon lehenga choli for festival — $63. Ships in 2-3 days. DHL Express 3-5 days. In stock.,active,https://luxemia.shop/images/products/lehengas/pure-cotton-rust-orange-festival-wear-ribbon-work-readymade-navratri-lehenga-choli-with-koti-404495-1.jpg,kg
pure-cotton-rust-orange-festival-wear-ribbon-work-readymade-navratri-lehenga-choli-with-koti-404495,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/images/products/lehengas/pure-cotton-rust-orange-festival-wear-ribbon-work-readymade-navratri-lehenga-choli-with-koti-404495-2.jpg,2,Rust Orange Pure Cotton Ribbon Work Lehenga Choli with Peplum - View 2,,,,,,
pure-cotton-rust-orange-festival-wear-ribbon-work-readymade-navratri-lehenga-choli-with-koti-404495,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/images/products/lehengas/pure-cotton-rust-orange-festival-wear-ribbon-work-readymade-navratri-lehenga-choli-with-koti-404495-3.jpg,3,Rust Orange Pure Cotton Ribbon Work Lehenga Choli with Peplum - View 3,,,,,,
pure-cotton-rust-orange-festival-wear-ribbon-work-readymade-navratri-lehenga-choli-with-koti-404495,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/images/products/lehengas/pure-cotton-rust-orange-festival-wear-ribbon-work-readymade-navratri-lehenga-choli-with-koti-404495-4.jpg,4,Rust Orange Pure Cotton Ribbon Work Lehenga Choli with Peplum - View 4,,,,,,
pure-cotton-rust-orange-festival-wear-ribbon-work-readymade-navratri-lehenga-choli-with-koti-404495,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/images/products/lehengas/pure-cotton-rust-orange-festival-wear-ribbon-work-readymade-navratri-lehenga-choli-with-koti-404495-5.jpg,5,Rust Orange Pure Cotton Ribbon Work Lehenga Choli with Peplum - View 5,,,,,,
pure-cotton-purple-festival-wear-ribbon-work-readymade-navratri-lehenga-choli-with-koti-404494,Purple Pure Cotton Ribbon Work Lehenga Choli with Koti,"<p>Purple ribbon work lehenga choli with dupatta.</p>
<p>For festival events — Navratri, Diwali, festivals, family functions.</p>
<p><strong>SET INCLUDES:</strong> Lehenga, choli, and dupatta.</p>
<p><strong>STITCHING:</strong> Pre-stitched readymade.</p>
<p><strong>ALTERATIONS:</strong> We offer alterations to your desired measurements for an additional fee. Email <a href=""mailto:hello@luxemia.shop?subject=Alteration%20request%20for%20ws-leh-013"">hello@luxemia.shop</a> after ordering with your measurements.</p>
<p><strong>CARE:</strong> First Wash Dry Clean. Iron at moderate temperature.</p>
<p><strong>FABRIC:</strong> 100% Pure Cotton (natural fiber). Approx weight: 2 kg (lehenga set).</p>
<p><strong>SHIPPING:</strong> Ships within 2-3 days (processing). Standard delivery time varies by country. <strong>DHL Express delivers in 3-5 days</strong>. <strong>Free shipping is always Standard</strong> — DHL Express available at checkout for an additional fee.</p>
<p><strong>AVAILABILITY:</strong> <span style=""color:#1a7f37"">✓ In stock</span> — limited edition, available while supplier inventory lasts.</p>
<p><strong>QUESTIONS?</strong> Email <a href=""mailto:hello@luxemia.shop"">hello@luxemia.shop</a>, call <a href=""tel:+12153419990"">+1-215-341-9990</a>, or <a href=""https://wa.me/12153419990"" target=""_blank"">WhatsApp Mini</a> — I answer the phone myself in English, Hindi, or Gujarati.</p>
<p><strong>SEE ALSO:</strong> <a href=""https://luxemia.shop/returns"">Returns policy</a> | <a href=""https://luxemia.shop/size-guide"">Size guide</a> | <a href=""https://luxemia.shop/blog/how-to-measure-for-indian-ethnic-wear"">How to measure</a> | <a href=""https://luxemia.shop/lehengas"">Browse all lehengas</a></p>
<p>— Mini, founder of LuxeMia</p>",LuxeMia,Clothing,Lehenga Choli,"purple,pure cotton,festival wear,ribbon work,lehenga,lehenga choli,indian ethnic wear,usa,ships from india,festive,navratri,in stock",TRUE,Stitching,Readymade,Size,"Bust 44""",2000,shopify,10,deny,manual,63.22,81.04,TRUE,TRUE,ws-leh-013-REA-BUST-44,https://luxemia.shop/images/products/lehengas/pure-cotton-purple-festival-wear-ribbon-work-readymade-navratri-lehenga-choli-with-koti-404494-1.jpg,1,Purple Pure Cotton Ribbon Work Lehenga Choli with Koti,FALSE,Purple Pure Cotton Ribbon Work Lehenga Choli with… | LuxeMia,Purple Pure Cotton Ribbon lehenga choli for festival — $63. Ships in 2-3 days. DHL Express 3-5 days. In stock.,active,https://luxemia.shop/images/products/lehengas/pure-cotton-purple-festival-wear-ribbon-work-readymade-navratri-lehenga-choli-with-koti-404494-1.jpg,kg
pure-cotton-purple-festival-wear-ribbon-work-readymade-navratri-lehenga-choli-with-koti-404494,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/images/products/lehengas/pure-cotton-purple-festival-wear-ribbon-work-readymade-navratri-lehenga-choli-with-koti-404494-2.jpg,2,Purple Pure Cotton Ribbon Work Lehenga Choli with Koti - View 2,,,,,,
pure-cotton-purple-festival-wear-ribbon-work-readymade-navratri-lehenga-choli-with-koti-404494,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/images/products/lehengas/pure-cotton-purple-festival-wear-ribbon-work-readymade-navratri-lehenga-choli-with-koti-404494-3.jpg,3,Purple Pure Cotton Ribbon Work Lehenga Choli with Koti - View 3,,,,,,
pure-cotton-purple-festival-wear-ribbon-work-readymade-navratri-lehenga-choli-with-koti-404494,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/images/products/lehengas/pure-cotton-purple-festival-wear-ribbon-work-readymade-navratri-lehenga-choli-with-koti-404494-4.jpg,4,Purple Pure Cotton Ribbon Work Lehenga Choli with Koti - View 4,,,,,,
pure-cotton-purple-festival-wear-ribbon-work-readymade-navratri-lehenga-choli-with-koti-404494,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/images/products/lehengas/pure-cotton-purple-festival-wear-ribbon-work-readymade-navratri-lehenga-choli-with-koti-404494-5.jpg,5,Purple Pure Cotton Ribbon Work Lehenga Choli with Koti - View 5,,,,,,
pure-cotton-black-festival-wear-ribbon-work-readymade-navratri-lehenga-choli-with-koti-404493,Black Pure Cotton Ribbon Work Lehenga Choli with Geometric Border,"<p>Black ribbon work lehenga choli with dupatta.</p>
<p>For festival events — Navratri, Diwali, festivals, family functions.</p>
<p><strong>SET INCLUDES:</strong> Lehenga, choli, and dupatta.</p>
<p><strong>STITCHING:</strong> Pre-stitched readymade.</p>
<p><strong>ALTERATIONS:</strong> We offer alterations to your desired measurements for an additional fee. Email <a href=""mailto:hello@luxemia.shop?subject=Alteration%20request%20for%20ws-leh-014"">hello@luxemia.shop</a> after ordering with your measurements.</p>
<p><strong>CARE:</strong> First Wash Dry Clean. Iron at moderate temperature.</p>
<p><strong>FABRIC:</strong> 100% Pure Cotton (natural fiber). Approx weight: 2 kg (lehenga set).</p>
<p><strong>SHIPPING:</strong> Ships within 2-3 days (processing). Standard delivery time varies by country. <strong>DHL Express delivers in 3-5 days</strong>. <strong>Free shipping is always Standard</strong> — DHL Express available at checkout for an additional fee.</p>
<p><strong>AVAILABILITY:</strong> <span style=""color:#1a7f37"">✓ In stock</span> — limited edition, available while supplier inventory lasts.</p>
<p><strong>QUESTIONS?</strong> Email <a href=""mailto:hello@luxemia.shop"">hello@luxemia.shop</a>, call <a href=""tel:+12153419990"">+1-215-341-9990</a>, or <a href=""https://wa.me/12153419990"" target=""_blank"">WhatsApp Mini</a> — I answer the phone myself in English, Hindi, or Gujarati.</p>
<p><strong>SEE ALSO:</strong> <a href=""https://luxemia.shop/returns"">Returns policy</a> | <a href=""https://luxemia.shop/size-guide"">Size guide</a> | <a href=""https://luxemia.shop/blog/how-to-measure-for-indian-ethnic-wear"">How to measure</a> | <a href=""https://luxemia.shop/lehengas"">Browse all lehengas</a></p>
<p>— Mini, founder of LuxeMia</p>",LuxeMia,Clothing,Lehenga Choli,"black,pure cotton,festival wear,ribbon work,lehenga,lehenga choli,indian ethnic wear,usa,ships from india,festive,navratri,in stock",TRUE,Stitching,Readymade,Size,"Bust 44""",2000,shopify,10,deny,manual,63.22,81.04,TRUE,TRUE,ws-leh-014-REA-BUST-44,https://luxemia.shop/images/products/lehengas/pure-cotton-black-festival-wear-ribbon-work-readymade-navratri-lehenga-choli-with-koti-404493-1.jpg,1,Black Pure Cotton Ribbon Work Lehenga Choli with Geometric Border,FALSE,Black Pure Cotton Ribbon Work Lehenga Choli with … | LuxeMia,Black Pure Cotton Ribbon lehenga choli for festival — $63. Ships in 2-3 days. DHL Express 3-5 days. In stock.,active,https://luxemia.shop/images/products/lehengas/pure-cotton-black-festival-wear-ribbon-work-readymade-navratri-lehenga-choli-with-koti-404493-1.jpg,kg
pure-cotton-black-festival-wear-ribbon-work-readymade-navratri-lehenga-choli-with-koti-404493,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/images/products/lehengas/pure-cotton-black-festival-wear-ribbon-work-readymade-navratri-lehenga-choli-with-koti-404493-2.jpg,2,Black Pure Cotton Ribbon Work Lehenga Choli with Geometric Border - View 2,,,,,,
pure-cotton-black-festival-wear-ribbon-work-readymade-navratri-lehenga-choli-with-koti-404493,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/images/products/lehengas/pure-cotton-black-festival-wear-ribbon-work-readymade-navratri-lehenga-choli-with-koti-404493-3.jpg,3,Black Pure Cotton Ribbon Work Lehenga Choli with Geometric Border - View 3,,,,,,
pure-cotton-black-festival-wear-ribbon-work-readymade-navratri-lehenga-choli-with-koti-404493,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/images/products/lehengas/pure-cotton-black-festival-wear-ribbon-work-readymade-navratri-lehenga-choli-with-koti-404493-4.jpg,4,Black Pure Cotton Ribbon Work Lehenga Choli with Geometric Border - View 4,,,,,,
pure-cotton-black-festival-wear-ribbon-work-readymade-navratri-lehenga-choli-with-koti-404493,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/images/products/lehengas/pure-cotton-black-festival-wear-ribbon-work-readymade-navratri-lehenga-choli-with-koti-404493-5.jpg,5,Black Pure Cotton Ribbon Work Lehenga Choli with Geometric Border - View 5,,,,,,
banarasi-silk-lilac-occasional-wear-embroidery-work-lehenga-choli-404487,Lilac Banarasi Silk Embroidered Lehenga Choli with Dupatta,"<p>Lilac embroidered lehenga choli with dupatta.</p>
<p>For occasional events — Navratri, Diwali, festivals, family functions.</p>
<p><strong>SET INCLUDES:</strong> Lehenga, choli, and dupatta.</p>
<p><strong>STITCHING OPTIONS:</strong></p>
<p>&nbsp;&nbsp;&bull; <strong>Standard Size S-XXL</strong> (+$23) — we stitch to a standard size before shipping.</p>
<p>&nbsp;&nbsp;&bull; <strong>Custom Stitching</strong> (+$37) — we stitch to your exact measurements (form emailed after order, 4-5 days extra).</p>
<p>&nbsp;&nbsp;&bull; <strong>Unstitched</strong> (+$0) — fabric shipped as-is, you arrange stitching locally.</p>
<p><strong>CARE:</strong> First Wash Dry Clean. Iron at moderate temperature.</p>
<p><strong>FABRIC:</strong> Pure Banarasi Silk (handwoven). Approx weight: 2 kg (lehenga set).</p>
<p><strong>SHIPPING:</strong> Ships within 2-3 days (processing). Standard delivery time varies by country. <strong>DHL Express delivers in 3-5 days</strong>. <strong>Free shipping is always Standard</strong> — DHL Express available at checkout for an additional fee.</p>
<p><strong>AVAILABILITY:</strong> <span style=""color:#1a7f37"">✓ In stock</span> — limited edition, available while supplier inventory lasts.</p>
<p><strong>QUESTIONS?</strong> Email <a href=""mailto:hello@luxemia.shop"">hello@luxemia.shop</a>, call <a href=""tel:+12153419990"">+1-215-341-9990</a>, or <a href=""https://wa.me/12153419990"" target=""_blank"">WhatsApp Mini</a> — I answer the phone myself in English, Hindi, or Gujarati.</p>
<p><strong>SEE ALSO:</strong> <a href=""https://luxemia.shop/returns"">Returns policy</a> | <a href=""https://luxemia.shop/size-guide"">Size guide</a> | <a href=""https://luxemia.shop/blog/how-to-measure-for-indian-ethnic-wear"">How to measure</a> | <a href=""https://luxemia.shop/lehengas"">Browse all lehengas</a></p>
<p>— Mini, founder of LuxeMia</p>",LuxeMia,Clothing,Lehenga Choli,"lilac,banarasi silk,occasional wear,embroidery work,lehenga,lehenga choli,indian ethnic wear,usa,ships from india,festive,navratri,in stock",TRUE,Stitching,Unstitched,Size,Standard,2000,shopify,10,deny,manual,177.17,227.13,TRUE,TRUE,ws-leh-015-UNS,https://luxemia.shop/images/products/lehengas/banarasi-silk-lilac-occasional-wear-embroidery-work-lehenga-choli-404487-1.jpg,1,Lilac Banarasi Silk Embroidered Lehenga Choli with Dupatta,FALSE,Lilac Banarasi Silk Embroidered Lehenga Choli wit… | LuxeMia,Lilac Banarasi Silk Embroidery lehenga choli for occasional — $177. Ships in 2-3 days. DHL Express 3-5 days. In stock.,active,https://luxemia.shop/images/products/lehengas/banarasi-silk-lilac-occasional-wear-embroidery-work-lehenga-choli-404487-1.jpg,kg
banarasi-silk-lilac-occasional-wear-embroidery-work-lehenga-choli-404487,,,,,,,,Stitching,Custom Measurements,Size,Standard,2000,shopify,10,deny,manual,213.84,263.80,TRUE,TRUE,ws-leh-015-CUS,,,,FALSE,,,,https://luxemia.shop/images/products/lehengas/banarasi-silk-lilac-occasional-wear-embroidery-work-lehenga-choli-404487-1.jpg,kg
banarasi-silk-lilac-occasional-wear-embroidery-work-lehenga-choli-404487,,,,,,,,Stitching,Standard Size,Size,S,2000,shopify,10,deny,manual,200.50,250.46,TRUE,TRUE,ws-leh-015-STA-S,,,,FALSE,,,,https://luxemia.shop/images/products/lehengas/banarasi-silk-lilac-occasional-wear-embroidery-work-lehenga-choli-404487-1.jpg,kg
banarasi-silk-lilac-occasional-wear-embroidery-work-lehenga-choli-404487,,,,,,,,Stitching,Standard Size,Size,M,2000,shopify,10,deny,manual,200.50,250.46,TRUE,TRUE,ws-leh-015-STA-M,,,,FALSE,,,,https://luxemia.shop/images/products/lehengas/banarasi-silk-lilac-occasional-wear-embroidery-work-lehenga-choli-404487-1.jpg,kg
banarasi-silk-lilac-occasional-wear-embroidery-work-lehenga-choli-404487,,,,,,,,Stitching,Standard Size,Size,L,2000,shopify,10,deny,manual,200.50,250.46,TRUE,TRUE,ws-leh-015-STA-L,,,,FALSE,,,,https://luxemia.shop/images/products/lehengas/banarasi-silk-lilac-occasional-wear-embroidery-work-lehenga-choli-404487-1.jpg,kg
banarasi-silk-lilac-occasional-wear-embroidery-work-lehenga-choli-404487,,,,,,,,Stitching,Standard Size,Size,XL,2000,shopify,10,deny,manual,200.50,250.46,TRUE,TRUE,ws-leh-015-STA-XL,,,,FALSE,,,,https://luxemia.shop/images/products/lehengas/banarasi-silk-lilac-occasional-wear-embroidery-work-lehenga-choli-404487-1.jpg,kg
banarasi-silk-lilac-occasional-wear-embroidery-work-lehenga-choli-404487,,,,,,,,Stitching,Standard Size,Size,XXL,2000,shopify,10,deny,manual,200.50,250.46,TRUE,TRUE,ws-leh-015-STA-XXL,,,,FALSE,,,,https://luxemia.shop/images/products/lehengas/banarasi-silk-lilac-occasional-wear-embroidery-work-lehenga-choli-404487-1.jpg,kg
banarasi-silk-lilac-occasional-wear-embroidery-work-lehenga-choli-404487,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/images/products/lehengas/banarasi-silk-lilac-occasional-wear-embroidery-work-lehenga-choli-404487-2.jpg,2,Lilac Banarasi Silk Embroidered Lehenga Choli with Dupatta - View 2,,,,,,
banarasi-silk-lilac-occasional-wear-embroidery-work-lehenga-choli-404487,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/images/products/lehengas/banarasi-silk-lilac-occasional-wear-embroidery-work-lehenga-choli-404487-3.jpg,3,Lilac Banarasi Silk Embroidered Lehenga Choli with Dupatta - View 3,,,,,,
banarasi-silk-lilac-occasional-wear-embroidery-work-lehenga-choli-404487,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/images/products/lehengas/banarasi-silk-lilac-occasional-wear-embroidery-work-lehenga-choli-404487-4.jpg,4,Lilac Banarasi Silk Embroidered Lehenga Choli with Dupatta - View 4,,,,,,
banarasi-silk-lilac-occasional-wear-embroidery-work-lehenga-choli-404487,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/images/products/lehengas/banarasi-silk-lilac-occasional-wear-embroidery-work-lehenga-choli-404487-5.jpg,5,Lilac Banarasi Silk Embroidered Lehenga Choli with Dupatta - View 5,,,,,,
banarasi-silk-olive-green-occasional-wear-embroidery-work-lehenga-choli-404486,Olive Green Banarasi Silk Embroidered Lehenga Choli with Dupatta,"<p>Olive green embroidered lehenga choli with dupatta.</p>
<p>For occasional events — Navratri, Diwali, festivals, family functions.</p>
<p><strong>SET INCLUDES:</strong> Lehenga, choli, and dupatta.</p>
<p><strong>STITCHING OPTIONS:</strong></p>
<p>&nbsp;&nbsp;&bull; <strong>Standard Size S-XXL</strong> (+$23) — we stitch to a standard size before shipping.</p>
<p>&nbsp;&nbsp;&bull; <strong>Custom Stitching</strong> (+$37) — we stitch to your exact measurements (form emailed after order, 4-5 days extra).</p>
<p>&nbsp;&nbsp;&bull; <strong>Unstitched</strong> (+$0) — fabric shipped as-is, you arrange stitching locally.</p>
<p><strong>CARE:</strong> First Wash Dry Clean. Iron at moderate temperature.</p>
<p><strong>FABRIC:</strong> Pure Banarasi Silk (handwoven). Approx weight: 2 kg (lehenga set).</p>
<p><strong>SHIPPING:</strong> Ships within 2-3 days (processing). Standard delivery time varies by country. <strong>DHL Express delivers in 3-5 days</strong>. <strong>Free shipping is always Standard</strong> — DHL Express available at checkout for an additional fee.</p>
<p><strong>AVAILABILITY:</strong> <span style=""color:#1a7f37"">✓ In stock</span> — limited edition, available while supplier inventory lasts.</p>
<p><strong>QUESTIONS?</strong> Email <a href=""mailto:hello@luxemia.shop"">hello@luxemia.shop</a>, call <a href=""tel:+12153419990"">+1-215-341-9990</a>, or <a href=""https://wa.me/12153419990"" target=""_blank"">WhatsApp Mini</a> — I answer the phone myself in English, Hindi, or Gujarati.</p>
<p><strong>SEE ALSO:</strong> <a href=""https://luxemia.shop/returns"">Returns policy</a> | <a href=""https://luxemia.shop/size-guide"">Size guide</a> | <a href=""https://luxemia.shop/blog/how-to-measure-for-indian-ethnic-wear"">How to measure</a> | <a href=""https://luxemia.shop/lehengas"">Browse all lehengas</a></p>
<p>— Mini, founder of LuxeMia</p>",LuxeMia,Clothing,Lehenga Choli,"olive green,banarasi silk,occasional wear,embroidery work,lehenga,lehenga choli,indian ethnic wear,usa,ships from india,festive,navratri,in stock",TRUE,Stitching,Unstitched,Size,Standard,2000,shopify,10,deny,manual,177.17,227.13,TRUE,TRUE,ws-leh-016-UNS,https://luxemia.shop/images/products/lehengas/banarasi-silk-olive-green-occasional-wear-embroidery-work-lehenga-choli-404486-1.jpg,1,Olive Green Banarasi Silk Embroidered Lehenga Choli with Dupatta,FALSE,Olive Green Banarasi Silk Embroidered Lehenga Cho… | LuxeMia,Olive Green Banarasi Silk Embroidery lehenga choli for occasional — $177. Ships in 2-3 days. DHL Express 3-5 days. In stock.,active,https://luxemia.shop/images/products/lehengas/banarasi-silk-olive-green-occasional-wear-embroidery-work-lehenga-choli-404486-1.jpg,kg
banarasi-silk-olive-green-occasional-wear-embroidery-work-lehenga-choli-404486,,,,,,,,Stitching,Custom Measurements,Size,Standard,2000,shopify,10,deny,manual,213.84,263.80,TRUE,TRUE,ws-leh-016-CUS,,,,FALSE,,,,https://luxemia.shop/images/products/lehengas/banarasi-silk-olive-green-occasional-wear-embroidery-work-lehenga-choli-404486-1.jpg,kg
banarasi-silk-olive-green-occasional-wear-embroidery-work-lehenga-choli-404486,,,,,,,,Stitching,Standard Size,Size,S,2000,shopify,10,deny,manual,200.50,250.46,TRUE,TRUE,ws-leh-016-STA-S,,,,FALSE,,,,https://luxemia.shop/images/products/lehengas/banarasi-silk-olive-green-occasional-wear-embroidery-work-lehenga-choli-404486-1.jpg,kg
banarasi-silk-olive-green-occasional-wear-embroidery-work-lehenga-choli-404486,,,,,,,,Stitching,Standard Size,Size,M,2000,shopify,10,deny,manual,200.50,250.46,TRUE,TRUE,ws-leh-016-STA-M,,,,FALSE,,,,https://luxemia.shop/images/products/lehengas/banarasi-silk-olive-green-occasional-wear-embroidery-work-lehenga-choli-404486-1.jpg,kg
banarasi-silk-olive-green-occasional-wear-embroidery-work-lehenga-choli-404486,,,,,,,,Stitching,Standard Size,Size,L,2000,shopify,10,deny,manual,200.50,250.46,TRUE,TRUE,ws-leh-016-STA-L,,,,FALSE,,,,https://luxemia.shop/images/products/lehengas/banarasi-silk-olive-green-occasional-wear-embroidery-work-lehenga-choli-404486-1.jpg,kg
banarasi-silk-olive-green-occasional-wear-embroidery-work-lehenga-choli-404486,,,,,,,,Stitching,Standard Size,Size,XL,2000,shopify,10,deny,manual,200.50,250.46,TRUE,TRUE,ws-leh-016-STA-XL,,,,FALSE,,,,https://luxemia.shop/images/products/lehengas/banarasi-silk-olive-green-occasional-wear-embroidery-work-lehenga-choli-404486-1.jpg,kg
banarasi-silk-olive-green-occasional-wear-embroidery-work-lehenga-choli-404486,,,,,,,,Stitching,Standard Size,Size,XXL,2000,shopify,10,deny,manual,200.50,250.46,TRUE,TRUE,ws-leh-016-STA-XXL,,,,FALSE,,,,https://luxemia.shop/images/products/lehengas/banarasi-silk-olive-green-occasional-wear-embroidery-work-lehenga-choli-404486-1.jpg,kg
banarasi-silk-olive-green-occasional-wear-embroidery-work-lehenga-choli-404486,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/images/products/lehengas/banarasi-silk-olive-green-occasional-wear-embroidery-work-lehenga-choli-404486-2.jpg,2,Olive Green Banarasi Silk Embroidered Lehenga Choli with Dupatta - View 2,,,,,,
banarasi-silk-olive-green-occasional-wear-embroidery-work-lehenga-choli-404486,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/images/products/lehengas/banarasi-silk-olive-green-occasional-wear-embroidery-work-lehenga-choli-404486-3.jpg,3,Olive Green Banarasi Silk Embroidered Lehenga Choli with Dupatta - View 3,,,,,,
banarasi-silk-olive-green-occasional-wear-embroidery-work-lehenga-choli-404486,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/images/products/lehengas/banarasi-silk-olive-green-occasional-wear-embroidery-work-lehenga-choli-404486-4.jpg,4,Olive Green Banarasi Silk Embroidered Lehenga Choli with Dupatta - View 4,,,,,,
banarasi-silk-olive-green-occasional-wear-embroidery-work-lehenga-choli-404486,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/images/products/lehengas/banarasi-silk-olive-green-occasional-wear-embroidery-work-lehenga-choli-404486-5.jpg,5,Olive Green Banarasi Silk Embroidered Lehenga Choli with Dupatta - View 5,,,,,,
